pl_name,hostname,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_eqt,pl_insol,discoverymethod,disc_year,st_age,st_teff,st_rad,st_mass,st_met,st_logg,sy_snum,sy_pnum,sy_dist
K2-323 b,K2-323,2.1,,24.93,0.1275,318.0,,Transit,2020,,3710.0,0.55,0.48,,4.63,1,1,118.318
K2-324 b,K2-324,2.43,,3.262,0.0331,707.0,,Transit,2020,,3752.0,0.51,0.52,,4.74,1,1,136.667
K2-325 b,K2-325,2.2,,6.93,0.0419,423.0,,Transit,2020,,3287.0,0.3,0.27,,4.84,1,1,111.638
K2-326 b,K2-326,2.28,,1.256,0.0198,1114.0,,Transit,2020,,3924.0,0.69,0.51,,4.46,1,1,282.308
WD 1856+534 b,WD 1856+534,,,1.40793693,,1626.22645713,1652.89,Transit,2020,,5780.0,,,,4.44,3,1,24.7359
WD 1856+534 b,WD 1856+534,10.4,4386.054,1.4079405,0.0204,163.0,0.18,Transit,2020,7.93,4710.0,0.01,0.52,,7.92,3,1,24.7359
LTT 9779 b,LTT 9779,12.967,,0.7920646,,1571.0,1013.69,Transit,2020,,5422.0,0.98,,,4.42,1,1,80.4373
LTT 9779 b,LTT 9779,4.72,29.32,0.7920641,,1978.0,,Transit,2020,2.0,5480.0,0.95,1.02,0.25,4.47,1,1,80.4373
LTT 9779 b,LTT 9779,,,0.79206425,,,,Transit,2020,1.9,5443.0,0.95,0.77,0.27,4.35,1,1,80.4373
LTT 9779 b,LTT 9779,4.72,29.32,0.792052,0.01679,1978.0,,Transit,2020,1.9,5443.0,0.95,0.77,0.27,4.35,1,1,80.4373
HD 63433 b,HD 63433,,,7.107789,,,,Transit,2020,0.414,5640.0,0.91,0.99,,,1,3,22.4035
HD 63433 b,HD 63433,2.112,,7.1079379,0.0714,,,Transit,2020,0.414,5688.0,0.91,0.99,0.03,4.52,1,3,22.4035
HD 63433 b,HD 63433,,,7.107939,,,,Transit,2020,0.414,5640.0,0.91,0.99,,,1,3,22.4035
HD 63433 b,HD 63433,2.164,37.3,7.1079384,0.072,886.440730742,,Transit,2020,1.5,5634.0,0.92,0.99,0.079,4.51,1,3,22.4035
HD 63433 b,HD 63433,2.288,,7.10793404,,885.907154415,145.57,Transit,2020,,5694.11,0.9,,,4.53,1,3,22.4035
HD 63433 b,HD 63433,2.15,,7.10793,0.0719,,,Transit,2020,0.414,5640.0,0.91,0.99,,,1,3,22.4035
HD 63433 c,HD 63433,2.521,,20.543791,0.1448,,,Transit,2020,0.414,5688.0,0.91,0.99,0.03,4.52,1,3,22.4035
HD 63433 c,HD 63433,,,20.543806,,,,Transit,2020,0.414,5640.0,0.91,0.99,,,1,3,22.4035
HD 63433 c,HD 63433,2.582,17.2,20.543847,0.146,622.305801154,,Transit,2020,1.5,5634.0,0.92,0.99,0.079,4.51,1,3,22.4035
HD 63433 c,HD 63433,2.573,,20.54381533,,621.931143042,35.36,Transit,2020,,5694.11,0.9,,,4.53,1,3,22.4035
HD 63433 c,HD 63433,2.71,,20.5456,,,,Transit,2020,,5710.0,0.93,0.99,0.05,4.6,1,3,22.4035
HD 63433 c,HD 63433,,,20.543888,,,,Transit,2020,0.414,5640.0,0.91,0.99,,,1,3,22.4035
HD 63433 c,HD 63433,2.67,,20.5453,0.1458,,,Transit,2020,0.414,5640.0,0.91,0.99,,,1,3,22.4035
TOI-763 b,TOI-763,2.28,9.79,5.6057,0.06,1038.0,,Transit,2020,,5450.0,0.9,0.92,0.01,4.45,1,2,95.1274
TOI-763 b,TOI-763,2.41,,5.6057748,,937.98080324,182.93,Transit,2020,,5767.0,0.91,,,4.35,1,2,95.1274
Kepler-77 b,Kepler-77,,,3.57878057,,,,Transit,2013,,5482.59,1.06,0.96,0.338,4.37,1,1,639.411
Kepler-77 b,Kepler-77,10.761,165.90726,3.57878087,0.04502,,,Transit,2013,7.5,5520.0,0.99,0.95,0.2,,1,1,639.411
Kepler-77 b,Kepler-77,10.43,,3.57878057,0.045,1145.0,406.6,Transit,2013,,5524.0,0.99,0.95,0.2,4.42,1,1,639.411
Kepler-77 b,Kepler-77,10.93,,3.57878272,0.047,1189.0,,Transit,2013,1.2,5731.0,1.04,1.1,,4.45,1,1,639.411
Kepler-77 b,Kepler-77,12.142,,3.57875699,,1171.95960072,445.83,Transit,2013,,5482.59,1.06,,,4.37,1,1,639.411
Kepler-77 b,Kepler-77,10.761,136.661,3.57878087,0.04501,1440.0,,Transit,2013,7.5,5520.0,0.99,0.95,0.2,4.42,1,1,639.411
Kepler-77 b,Kepler-77,10.466,,,,,432.87,Transit,2013,,5596.0,1.0,,,,1,1,639.411
Kepler-77 b,Kepler-77,,,3.57878058,,,,Transit,2013,,5482.59,1.06,0.96,0.338,4.37,1,1,639.411
Kepler-77 b,Kepler-77,,,3.57878055,,,,Transit,2013,,5482.59,1.06,0.96,0.338,4.37,1,1,639.411
Kepler-77 b,Kepler-77,10.518,,3.57878055,0.0468,,388.7,Transit,2013,1.51,5596.0,0.98,1.07,0.37,,1,1,639.411
Kepler-77 b,Kepler-77,10.64,,3.57878055,,,,Transit,2013,5.5,5628.0,1.0,0.99,0.16,4.44,1,1,639.411
Kepler-77 b,Kepler-77,10.76,225.65,3.5787806,0.047,,,Transit,2013,,5668.0,0.99,1.08,0.43,4.48,1,1,639.411
Kepler-77 b,Kepler-77,10.43,,3.57878055,0.0472,1144.0,405.36,Transit,2013,,5705.0,0.98,1.09,0.36,4.5,1,1,639.411
Kepler-77 b,Kepler-77,10.43,,3.57878055,0.0472,1144.0,405.36,Transit,2013,,5705.0,0.98,1.09,0.36,4.5,1,1,639.411
Kepler-77 b,Kepler-77,10.43,,3.57878055,0.0472,1144.0,405.36,Transit,2013,,5705.0,0.98,1.09,0.36,4.5,1,1,639.411
TOI-763 c,TOI-763,2.63,9.32,12.2737,0.1011,800.0,,Transit,2020,,5450.0,0.9,0.92,0.01,4.45,1,2,95.1274
TOI-763 c,TOI-763,2.864,,12.27724442,,722.27990416,64.32,Transit,2020,,5767.0,0.91,,,4.35,1,2,95.1274
HATS-71 b,HATS-71,11.478,117.5971,3.7955202,0.03745,586.8,,Transit,2020,3.2,3405.0,0.48,0.49,0.17,4.77,1,1,140.225
HATS-71 b,HATS-71,,,3.7955184,,,,Transit,2020,,,,,,,1,1,140.225
HATS-71 b,HATS-71,10.326,,3.79551778,,525.943113131,18.08,Transit,2020,,3424.0,0.45,,,4.44,1,1,140.225
HATS-71 b,HATS-71,,,3.7955195,,,,Transit,2020,3.2,3405.0,0.48,0.49,0.17,4.77,1,1,140.225
TOI-824 b,TOI-824,2.954,,1.39297213,,1148.7148937,411.5,Transit,2020,,4452.0,0.73,,,4.5,1,1,63.9262
TOI-824 b,TOI-824,,,1.39298,,,,Transit,2020,7.5,4600.0,0.69,0.71,-0.092,4.61,1,1,63.9262
TOI-824 b,TOI-824,,,1.392975,,,,Transit,2020,7.5,4600.0,0.69,0.71,-0.092,4.61,1,1,63.9262
TOI-824 b,TOI-824,2.926,18.467,1.392978,0.02177,1253.0,412.0,Transit,2020,7.5,4600.0,0.69,0.71,-0.092,4.61,1,1,63.9262
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,,,,,,,Microlensing,2020,,,,,,,1,1,
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,,240.0,,4.75,,,Microlensing,2020,,,,1.18,,,1,1,2640.0
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,,220.0,,4.61,,,Microlensing,2020,,,,1.13,,,1,1,2560.0
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,,210.0,,4.51,,,Microlensing,2020,,,,1.11,,,1,1,2510.0
KMT-2018-BLG-0748L b,KMT-2018-BLG-0748L,,60.0,,0.62,,,Microlensing,2020,,,,0.09,,,1,1,7300.0
KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L,,10.28,,3.31,,,Microlensing,2020,,,,0.76,,,1,1,3320.0
TOI-540 b,TOI-540,0.965,,1.23915336,,550.232139495,21.66,Transit,2020,,3042.0,0.2,,,4.44,1,1,14.0022
TOI-540 b,TOI-540,,,1.2391481,,,,Transit,2020,1.1,3216.0,0.19,0.16,,,1,1,14.0022
TOI-540 b,TOI-540,0.903,,1.2391491,0.01223,611.0,23.4,Transit,2020,1.1,3216.0,0.19,0.16,,,1,1,14.0022
TOI-1266 b,TOI-1266,2.469,,10.8948421,,390.824211199,5.51,Transit,2020,,3618.0,0.44,,,4.79,1,2,36.0118
TOI-1266 b,TOI-1266,2.458,15.9,10.894879,0.0745,410.0,4.72,Transit,2020,7.9,3573.0,0.42,0.44,-0.08,4.83,1,2,36.0118
TOI-1266 b,TOI-1266,2.62,4.23,10.894841,0.0728,425.0,5.5,Transit,2020,,3618.0,0.44,0.43,-0.195,4.79,1,2,36.0118
TOI-1266 b,TOI-1266,2.37,13.5,10.894843,0.0736,413.0,4.9,Transit,2020,,3600.0,0.42,0.45,-0.5,4.85,1,2,36.0118
TOI-1266 c,TOI-1266,1.911,,18.80161111,,325.829262142,2.66,Transit,2020,,3618.0,0.44,,,4.79,1,2,36.0118
TOI-1266 c,TOI-1266,1.673,6.4,18.80152,0.1037,347.1,2.42,Transit,2020,7.9,3573.0,0.42,0.44,-0.08,4.83,1,2,36.0118
TOI-1266 c,TOI-1266,,,18.80171,,,,Transit,2020,,3600.0,0.42,0.45,-0.5,4.85,1,2,36.0118
TOI-1266 c,TOI-1266,2.13,2.88,18.801611,0.1047,354.0,2.7,Transit,2020,,3618.0,0.44,0.43,-0.195,4.79,1,2,36.0118
TOI-1266 c,TOI-1266,1.56,2.2,18.80151,0.1058,344.0,2.3,Transit,2020,,3600.0,0.42,0.45,-0.5,4.85,1,2,36.0118
TOI-421 b,TOI-421,2.68,7.17,5.19672,0.056,981.4,154.57,Transit,2020,9.4,5325.0,0.87,0.85,-0.02,4.49,2,2,74.7969
TOI-421 b,TOI-421,1.926,,5.19768584,,910.739979795,162.59,Transit,2020,,5718.0,0.86,,,4.36,2,2,74.7969
TOI-421 b,TOI-421,2.64,6.7,5.197576,0.0554,922.0,,Transit,2020,10.9,5291.0,0.87,0.83,-0.044,4.48,2,2,74.7969
TOI-421 c,TOI-421,,,16.067531,,,,Transit,2020,9.4,5325.0,0.87,0.85,-0.02,4.49,2,2,74.7969
TOI-421 c,TOI-421,5.09,14.1,16.067541,0.117,635.0,,Transit,2020,10.9,5291.0,0.87,0.83,-0.044,4.48,2,2,74.7969
TOI-421 c,TOI-421,5.09,16.42,16.06819,0.1189,673.6,34.32,Transit,2020,9.4,5325.0,0.87,0.85,-0.02,4.49,2,2,74.7969
TOI-421 c,TOI-421,4.791,,16.06752202,,625.193963074,36.11,Transit,2020,,5718.0,0.86,,,4.36,2,2,74.7969
NGTS-12 b,NGTS-12,,,7.5332,,,,Transit,2020,,,,,,,1,1,446.442
NGTS-12 b,NGTS-12,11.747,66.10864,7.532806,0.0757,1257.0,416.0,Transit,2020,9.4,5690.0,1.59,1.02,-0.03,4.04,1,1,446.442
NGTS-12 b,NGTS-12,10.611,,7.5337657,,1156.08461314,422.16,Transit,2020,,5869.0,1.53,,,4.09,1,1,446.442
GJ 3473 b,GJ 3473,1.211,,1.19799956,,704.632688347,58.26,Transit,2020,,3332.0,0.35,,,4.92,2,2,27.3644
GJ 3473 b,GJ 3473,1.264,1.86,1.1980035,0.01589,773.0,59.4,Transit,2020,,3347.0,0.36,0.36,0.11,4.81,2,2,27.3644
GJ 3473 c,GJ 3473,,7.41,15.509,0.0876,329.1,1.95,Radial Velocity,2020,,3347.0,0.36,0.36,0.11,4.81,2,2,27.3644
TOI-837 b,TOI-837,7.001,,8.3249172,,704.0,40.8,Transit,2020,,6513.0,1.01,,,4.54,1,1,142.488
TOI-837 b,TOI-837,,,8.324876,,,,Transit,2020,0.035,6047.0,1.02,1.12,-0.069,4.47,1,1,142.488
TOI-837 b,TOI-837,,,8.324917,,,,Transit,2020,0.035,6047.0,1.02,1.12,-0.069,4.47,1,1,142.488
TOI-837 b,TOI-837,9.71,116.0,8.3249102,0.083,1022.0,,Transit,2020,0.039,6000.0,1.04,1.11,-0.05,4.45,1,1,142.488
TOI-837 b,TOI-837,9.169,120.45697,8.3249113,0.0888,995.3,164.0,Transit,2020,0.035,5995.0,1.05,1.14,0.01,4.45,1,1,142.488
TOI-837 b,TOI-837,8.631,381.396,8.3248762,,,,Transit,2020,0.035,6047.0,1.02,1.12,-0.069,4.47,1,1,142.488
KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,,1250.0,,2.63,,,Microlensing,2020,,,,0.5,,,1,1,6440.0
KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,,769.0,,2.83,,,Microlensing,2020,,,,0.62,,,1,1,5090.0
KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,,836.0,,3.64,,,Microlensing,2020,,,,0.64,,,1,1,4880.0
OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,,160.0,,4.06,,,Microlensing,2020,,,,0.7,,,1,1,3950.0
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,,,,,,,Microlensing,2020,,,,,,,1,1,
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,,3585.0,,3.04,,,Microlensing,2020,,,,0.81,,,1,1,3930.0
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,,3283.0,,2.97,,,Microlensing,2020,,,,0.77,,,1,1,3790.0
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,,4218.0,,4.72,,,Microlensing,2020,,,,0.85,,,1,1,4080.0
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,,,,,,,Microlensing,2020,,,,,,,1,1,
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,,4183.0,,4.71,,,Microlensing,2020,,,,0.85,,,1,1,4070.0
EPIC 201170410.02,EPIC 201170410,1.047,,6.7987,0.0349,,,Transit,2020,,3648.0,0.28,0.29,-0.048,5.0,1,1,
EPIC 201757695.02,EPIC 201757695,0.908,,2.0478,0.0296,,,Transit,2020,,4520.0,0.66,0.73,-0.003,4.66,1,1,
TOI-954 b,TOI-954,9.055,,3.68497,,1659.0,1260.27,Transit,2020,,5756.0,1.93,,,3.88,1,1,238.768
TOI-954 b,TOI-954,,,3.6849729,,,,Transit,2020,6.14,5710.0,1.89,1.2,0.215,3.96,1,1,238.768
TOI-954 b,TOI-954,9.55,55.30242,3.6849729,0.04963,1526.0,1393.0,Transit,2020,6.14,5710.0,1.89,1.2,0.215,3.96,1,1,238.768
K2-329 b,K2-329,8.676,82.6358,12.4551225,0.1016,650.0,45.7,Transit,2020,1.8,5282.0,0.82,0.9,0.098,4.57,1,1,233.237
MOA-2013-BLG-220L b,MOA-2013-BLG-220L,,871.0,,3.03,,,Microlensing,2014,,,,0.88,,,1,1,6720.0
MOA-2013-BLG-220L b,MOA-2013-BLG-220L,,,,,,,Microlensing,2014,,,,0.77,,,1,1,6500.0
TOI-481 b,TOI-481,,,10.3311562,,,,Transit,2020,6.7,5735.0,1.66,1.14,0.26,4.06,1,1,179.366
TOI-481 b,TOI-481,11.097,486.2799,10.33111,0.097,1370.0,,Transit,2020,6.7,5735.0,1.66,1.14,0.26,4.06,1,1,179.366
TOI-481 b,TOI-481,11.943,,10.3311664,,1111.0,253.13,Transit,2020,,5760.0,1.73,,,3.98,1,1,179.366
TOI-481 b,TOI-481,,,10.3311565,,,,Transit,2020,6.7,5735.0,1.66,1.14,0.26,4.06,1,1,179.366
TOI-892 b,TOI-892,,,10.626562,,,,Transit,2020,2.2,6261.0,1.39,1.28,0.24,4.26,1,1,340.543
TOI-892 b,TOI-892,11.994,301.93699,10.62656,,,,Transit,2020,2.2,6261.0,1.39,1.28,0.24,4.26,1,1,340.543
TOI-892 b,TOI-892,11.994,301.9385,10.62656,0.092,1397.0,,Transit,2020,2.2,6261.0,1.39,1.28,0.24,4.26,1,1,340.543
TOI-892 b,TOI-892,,,10.626628,,,,Transit,2020,2.2,6261.0,1.39,1.28,0.24,4.26,1,1,340.543
TOI-892 b,TOI-892,12.034,,10.6265837,,1361.0,571.01,Transit,2020,,7723.0,1.35,,,4.43,1,1,340.543
TIC 237913194 b,TIC 237913194,11.795,,15.1689723,,770.712673671,83.39,Transit,2020,,5713.0,1.13,,,4.34,1,1,306.063
TIC 237913194 b,TIC 237913194,12.52,617.22586,15.168865,0.1207,974.0,,Transit,2020,5.7,5788.0,1.09,1.03,0.14,4.38,1,1,306.063
HD 190007 b,HD 190007,,16.46,11.72,0.092,,,Radial Velocity,2020,1.0,4610.0,0.79,0.77,0.16,4.58,1,1,12.7141
HD 190007 b,HD 190007,,15.5,11.724128,,,,Radial Velocity,2020,,4610.0,,0.77,0.16,4.58,1,1,12.7141
HD 216520 b,HD 216520,,10.36121,35.466,0.1954,,,Radial Velocity,2020,,5160.01,0.78,0.79,-0.124,4.55,1,2,19.552
HD 216520 b,HD 216520,,10.26,35.45,0.198,,,Radial Velocity,2020,6.0,5103.0,0.76,0.82,-0.16,4.54,1,2,19.552
HD 216520 c,HD 216520,,9.44,154.43,0.528,,,Radial Velocity,2020,6.0,5103.0,0.76,0.82,-0.16,4.54,1,2,19.552
TOI-122 b,TOI-122,2.635,,5.07803253,,431.253643984,8.17,Transit,2020,,3318.0,0.33,,,4.96,1,1,62.118
TOI-122 b,TOI-122,2.72,,5.07803,0.0392,471.0,8.8,Transit,2020,2.0,3403.0,0.33,0.31,,4.88,1,1,62.118
TOI-122 b,TOI-122,,,5.0780295,,,,Transit,2020,2.0,3403.0,0.33,0.31,,4.88,1,1,62.118
TOI-237 b,TOI-237,,,5.436147,,,,Transit,2020,4.5,3212.0,0.21,0.18,,5.04,1,1,38.0749
TOI-237 b,TOI-237,1.742,,5.433729,,344.377881135,3.32,Transit,2020,,3139.0,0.21,,,5.05,1,1,38.0749
TOI-237 b,TOI-237,1.44,,5.436098,0.0341,388.0,3.7,Transit,2020,4.5,3212.0,0.21,0.18,,5.04,1,1,38.0749
WASP-186 b,WASP-186,12.442,1341.23588,5.026799,,,,Transit,2020,3.1,6300.0,1.46,1.21,-0.08,4.1,1,1,278.514
WASP-186 b,WASP-186,12.442,1341.2426,5.026799,0.06,,,Transit,2020,3.1,6361.0,1.47,1.22,-0.08,4.19,1,1,278.514
WASP-186 b,WASP-186,,,5.0267952,,,,Transit,2020,3.1,6361.0,1.47,1.22,-0.08,4.19,1,1,278.514
WASP-186 b,WASP-186,12.981,,5.02679955,,1378.39678227,853.14,Transit,2020,,6434.0,1.48,,,4.21,1,1,278.514
WASP-186 b,WASP-186,,,5.0267992,,,,Transit,2020,,,,,,,1,1,278.514
WASP-187 b,WASP-187,18.383,254.264,5.147878,0.0653,,,Transit,2020,2.55,6150.0,2.83,1.54,0.0,3.72,1,1,371.414
WASP-187 b,WASP-187,18.041,,5.14124,,1760.0,1594.76,Transit,2020,,6064.0,2.9,,,3.57,1,1,371.414
WASP-187 b,WASP-187,,,5.1478828,,,,Transit,2020,,,,,,,1,1,371.414
K2-111 c,K2-111,,11.08,15.6805,0.11569,,,Radial Velocity,2020,13.5,5775.0,1.25,0.84,-0.46,,1,2,200.394
K2-111 c,K2-111,,11.3,15.6785,0.1166,,,Radial Velocity,2020,12.3,5775.0,1.25,0.84,-0.46,4.25,1,2,200.394
LP 714-47 b,LP 714-47,4.7,30.8,4.052037,0.0417,700.0,,Transit,2020,,3950.0,0.58,0.59,0.41,4.64,1,1,52.616
LP 714-47 b,LP 714-47,,,4.052034,,,,Transit,2020,,3950.0,0.58,0.59,0.41,4.64,1,1,52.616
LP 714-47 b,LP 714-47,4.952,,4.0520368,,635.49082042,38.54,Transit,2020,,3779.0,0.61,,,4.64,1,1,52.616
LP 714-47 b,LP 714-47,,,4.0520345,,,,Transit,2020,,3950.0,0.58,0.59,0.41,4.64,1,1,52.616
TOI-942 b,TOI-942,3.89,,4.32421,0.04866,,,Transit,2020,0.053,,0.89,0.82,,,3,2,152.601
TOI-942 b,TOI-942,4.81,826.358,4.32419,0.04796,,,Transit,2020,0.09,4928.0,1.02,0.79,-0.221,4.31,3,2,152.601
TOI-942 b,TOI-942,3.52,,4.32765,,1120.0,261.86,Transit,2020,,4945.0,0.91,,,4.43,3,2,152.601
TOI-942 b,TOI-942,4.242,16.0,4.3263,0.0498,,,Transit,2020,0.05,4969.0,0.89,0.88,0.0,,3,2,152.601
TOI-942 c,TOI-942,4.67,,10.156272,0.08598,,,Transit,2020,0.053,,0.89,0.82,,,3,2,152.601
TOI-942 c,TOI-942,5.79,794.575,10.15643,0.0847,,,Transit,2020,0.09,4928.0,1.02,0.79,-0.221,4.31,3,2,152.601
TOI-942 c,TOI-942,4.793,37.0,10.1605,0.088,,,Transit,2020,0.05,4969.0,0.89,0.88,0.0,,3,2,152.601
WASP-107 c,WASP-107,,,1088.0,,,,Radial Velocity,2020,3.4,4425.0,0.67,,,,1,2,64.7414
WASP-107 c,WASP-107,,115.0,1088.0,,,,Radial Velocity,2020,3.4,4425.0,0.67,0.68,0.02,4.63,1,2,64.7414
TOI-251 b,TOI-251,,,4.9377254,,,,Transit,2021,0.18,5875.0,0.88,1.04,-0.106,4.56,1,1,99.523
TOI-251 b,TOI-251,2.827,,4.93772273,,1041.19426609,277.75,Transit,2021,,5862.0,0.96,,,4.52,1,1,99.523
TOI-251 b,TOI-251,2.74,317.83,4.93777,0.05741,,,Transit,2021,0.18,5875.0,0.88,1.04,-0.106,4.56,1,1,99.523
HAT-P-68 b,HAT-P-68,13.706,,2.29840579,,963.632024516,203.78,Transit,2020,,4221.54,0.79,,,4.46,1,1,202.152
HAT-P-68 b,HAT-P-68,,,2.29840555,,,,Transit,2020,11.1,4508.0,0.67,0.68,-0.059,4.62,1,1,202.152
HAT-P-68 b,HAT-P-68,12.016,230.10892,2.29840551,0.02996,1027.8,184.8,Transit,2020,11.1,4508.0,0.67,0.68,-0.059,4.62,1,1,202.152
TOI-776 b,TOI-776,,,8.24663,,,,Transit,2020,7.8,3709.0,0.54,0.54,-0.2,4.73,1,2,27.1701
TOI-776 b,TOI-776,1.798,5.0,8.24662,0.0653,520.0,,Transit,2020,6.1,3725.0,0.55,0.54,-0.21,4.8,1,2,27.1701
TOI-776 b,TOI-776,1.769,,8.24661327,,474.670472484,12.0,Transit,2020,,3806.0,0.53,,,4.74,1,2,27.1701
TOI-776 b,TOI-776,1.85,4.0,8.24661,0.0652,514.0,11.5,Transit,2020,7.8,3709.0,0.54,0.54,-0.2,4.73,1,2,27.1701
TOI-776 c,TOI-776,2.1,,15.66533219,,383.269467486,5.1,Transit,2020,,3806.0,0.53,,,4.74,1,2,27.1701
TOI-776 c,TOI-776,2.02,5.3,15.6653,0.1,415.0,4.9,Transit,2020,7.8,3709.0,0.54,0.54,-0.2,4.73,1,2,27.1701
TOI-776 c,TOI-776,,,15.66534,,,,Transit,2020,7.8,3709.0,0.54,0.54,-0.2,4.73,1,2,27.1701
TOI-776 c,TOI-776,2.047,6.9,15.665323,0.1001,420.0,,Transit,2020,6.1,3725.0,0.55,0.54,-0.21,4.8,1,2,27.1701
TOI-561 b,TOI-561,1.489,,0.4465713,,2262.0,4347.38,Transit,2020,,5391.0,0.84,,,4.53,1,4,85.799
TOI-561 b,TOI-561,1.45,3.2,0.446573,0.01064,2480.0,,Transit,2020,10.0,5326.0,0.83,0.81,-0.41,4.5,1,4,85.799
TOI-561 b,TOI-561,1.425,2.0,0.4465688,0.0106,2310.0,4745.0,Transit,2020,11.0,5372.0,0.84,0.81,-0.4,4.5,1,4,85.799
TOI-561 b,TOI-561,1.423,1.59,0.446578,0.01055,,,Transit,2020,5.0,5455.0,0.85,0.79,-0.33,4.47,1,4,85.799
TOI-561 b,TOI-561,1.37,2.24,0.4465688,0.0106,,,Transit,2020,10.0,5326.0,0.83,0.81,-0.41,4.5,1,4,85.799
TOI-561 b,TOI-561,1.457,3.0,0.44656895,0.0104,2134.77115323,,Transit,2020,16.1,5342.0,0.86,0.76,-0.303,4.45,1,4,85.799
TOI-561 b,TOI-561,1.397,2.02,0.4465697,0.01064,2319.0,4709.0,Transit,2020,,,0.84,0.81,,,1,4,85.799
TOI-561 c,TOI-561,2.878,5.4,10.779,0.08809,,,Transit,2020,5.0,5455.0,0.85,0.79,-0.33,4.47,1,4,85.799
TOI-561 c,TOI-561,2.9,7.0,10.77892,0.0888,860.0,,Transit,2020,10.0,5326.0,0.83,0.81,-0.41,4.5,1,4,85.799
TOI-561 c,TOI-561,2.91,6.6,10.778831,0.089,,,Transit,2020,10.0,5326.0,0.83,0.81,-0.41,4.5,1,4,85.799
TOI-561 c,TOI-561,2.658,,10.778833,,791.0,65.31,Transit,2020,,5391.0,0.84,,,4.53,1,4,85.799
TOI-561 c,TOI-561,2.91,5.39,10.778831,0.0884,800.0,68.2,Transit,2020,11.0,5372.0,0.84,0.81,-0.4,4.5,1,4,85.799
TOI-561 c,TOI-561,,,10.778829,,,,Transit,2020,5.0,5455.0,0.85,0.79,-0.33,4.47,1,4,85.799
TOI-561 c,TOI-561,2.927,6.9,10.778849,0.087,738.6805153,,Transit,2020,16.1,5342.0,0.86,0.76,-0.303,4.45,1,4,85.799
TOI-561 c,TOI-561,2.865,5.93,10.778838,0.0889,802.0,67.5,Transit,2020,,,0.84,0.81,,,1,4,85.799
TOI-561 d,TOI-561,2.53,11.95,25.62,0.1569,,,Transit,2020,5.0,5455.0,0.85,0.79,-0.33,4.47,1,4,85.799
TOI-561 d,TOI-561,2.721,11.0,25.71255,0.156,552.840410511,,Transit,2020,16.1,5342.0,0.86,0.76,-0.303,4.45,1,4,85.799
TOI-561 d,TOI-561,2.82,13.2,25.7124,0.158,598.0,21.4,Transit,2020,11.0,5372.0,0.84,0.81,-0.4,4.5,1,4,85.799
TOI-561 d,TOI-561,2.82,12.15,25.7124,0.159,,,Transit,2020,10.0,5326.0,0.83,0.81,-0.41,4.5,1,4,85.799
TOI-561 d,TOI-561,2.878,,25.71221573,,331.787398412,2.86,Transit,2020,,5391.0,0.84,,,4.53,1,4,85.799
TOI-561 d,TOI-561,2.615,13.33,25.71268,0.1587,600.0,21.2,Transit,2020,,,0.84,0.81,,,1,4,85.799
TOI-561 e,TOI-561,2.67,16.0,77.23,0.3274,,,Transit,2020,5.0,5455.0,0.85,0.79,-0.33,4.47,1,4,85.799
TOI-561 e,TOI-561,3.186,,,,156.670146835,0.14,Transit,2020,,5391.0,0.84,,,4.53,1,4,85.799
TOI-561 e,TOI-561,,8.2,77.9,0.327,,,Transit,2020,16.1,5342.0,0.86,0.76,-0.303,4.45,1,4,85.799
TOI-561 e,TOI-561,2.55,12.6,77.03,0.328,415.0,4.96,Transit,2020,11.0,5372.0,0.84,0.81,-0.4,4.5,1,4,85.799
TOI-561 e,TOI-561,2.55,13.6,77.03,0.33,,,Transit,2020,10.0,5326.0,0.83,0.81,-0.41,4.5,1,4,85.799
TOI-561 e,TOI-561,2.517,12.4,77.144,0.33,416.0,4.89,Transit,2020,,,0.84,0.81,,,1,4,85.799
HD 108236 b,HD 108236,,,3.79666,,,,Transit,2020,,5730.0,0.89,0.97,-0.3,4.5,1,5,64.5978
HD 108236 b,HD 108236,1.553,,3.79588997,,1072.06539894,312.18,Transit,2020,,5723.87,0.86,,,4.44,1,5,64.5978
HD 108236 b,HD 108236,1.586,,3.79523,0.0469,1099.0,,Transit,2020,,5730.0,0.89,0.97,-0.3,4.5,1,5,64.5978
HD 108236 b,HD 108236,1.615,,3.795963,0.04527,,,Transit,2020,6.7,5660.0,0.88,0.87,-0.28,4.49,1,5,64.5978
HD 108236 c,HD 108236,2.057,,6.20362189,,910.14525924,162.17,Transit,2020,,5723.87,0.86,,,4.44,1,5,64.5978
